,id,room_type,price,calculated_host_listings_count,host_response_time,host_response_rate,property_type,accommodates,bathrooms,bedrooms,beds,bed_type,cleaning_fee,cancellation_policy,Wifi,Heating,Kitchen,Essentials,Washer,Smoke detector,Hangers,Hair dryer,TV,Iron,Shampoo,Laptop friendly workspace,Hot water,Elevator,Family/kid friendly,Internet,Dryer,Refrigerator,Bed linens,Dishes and silverware,Cable TV,Cooking basics,Coffee maker
7647,4486480,0,99,3,3,100,1,4,1.0,2.0,3.0,4,80.0,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
7648,4486632,0,750,69,3,100,1,3,1.0,1.0,1.0,4,50.0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1
7650,4487558,0,180,1,2,100,1,4,1.0,2.0,2.0,4,50.0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
7651,4487880,0,300,1,2,100,13,13,2.0,5.0,6.0,4,100.0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0
7656,4488903,0,47,1,1,60,1,2,1.0,1.0,0.0,4,15.0,3,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0
7657,4489018,1,43,1,2,100,1,2,1.0,1.0,1.0,4,0.0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
7660,4492275,1,56,1,1,100,1,2,1.0,1.0,1.0,4,45.0,3,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1
7663,4497292,0,165,2,3,100,1,4,1.0,2.0,2.0,4,40.0,3,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0
7665,4497585,0,120,1,1,60,1,3,1.0,1.0,2.0,4,70.0,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
7667,4498625,0,100,1,3,100,16,4,1.0,2.0,3.0,4,30.0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
7668,4500768,0,49,2,1,100,1,3,1.0,1.0,2.0,4,30.0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0
7669,4501109,0,80,1,1,50,1,2,1.0,1.0,1.0,4,20.0,3,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0
7671,4504925,0,109,1,3,100,1,2,1.0,1.0,1.0,4,50.0,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
7672,4505046,0,99,1,2,100,1,2,1.0,0.0,2.0,4,30.0,3,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
7673,4505530,0,180,1,1,100,1,2,1.0,1.0,1.0,4,40.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
7676,4507287,0,260,1,2,100,1,5,2.0,3.0,3.0,4,80.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0
7677,4507387,0,100,1,0,25,1,2,1.0,1.0,2.0,4,30.0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7678,4507851,1,50,1,2,100,1,1,1.0,1.0,1.0,4,88.0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1
7679,4509199,0,75,1,3,100,1,4,1.0,1.0,2.0,4,30.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0
7681,4512943,0,100,1,1,60,1,2,1.0,1.0,1.0,4,50.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0
7684,4513757,0,150,1,3,100,1,4,1.0,2.0,2.0,4,60.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
7686,4514065,0,80,1,2,100,1,2,4.5,1.0,1.0,4,20.0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
7688,4515187,0,55,1,3,100,1,2,1.0,1.0,1.0,4,15.0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7691,4515963,0,65,1,2,100,1,2,1.0,1.0,2.0,4,25.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7692,4516374,0,85,1,3,100,1,1,1.0,1.0,1.0,3,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0
7693,4518417,0,180,1,2,100,1,4,1.0,1.0,2.0,4,170.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1
7694,4518991,0,80,26,2,98,1,2,1.0,1.0,0.0,4,50.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0
7695,4521248,0,127,40,3,100,1,2,1.5,0.0,2.0,4,60.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
7698,4522501,1,45,2,1,65,1,2,1.5,1.0,1.0,2,20.0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
7701,4525294,1,79,1,3,100,16,4,1.0,0.0,2.0,4,30.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
7703,4527756,0,170,1,1,100,1,5,1.0,2.0,3.0,4,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0
7705,4528467,0,100,1,2,100,1,2,1.0,1.0,1.0,4,60.0,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
7710,4530029,0,101,1,1,100,1,4,1.0,1.0,2.0,4,60.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0
7712,4530884,0,74,1,2,100,1,2,1.0,1.0,1.0,4,20.0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
7713,4531792,1,50,1,2,100,6,3,1.0,1.0,2.0,4,30.0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
7714,4531793,0,70,1,3,100,1,2,1.0,0.0,1.0,4,5.0,3,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0
7715,4531870,0,75,2,3,100,1,2,1.0,0.0,1.0,4,10.0,3,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0
7718,4534443,1,70,1,1,62,1,2,1.0,1.0,1.0,4,20.0,3,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
7721,4535753,0,60,1,3,100,1,2,1.0,0.0,0.0,3,50.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0
7722,4536088,0,154,1,2,100,1,6,2.0,4.0,6.0,4,100.0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
7725,4536648,0,50,1,3,100,1,2,1.0,0.0,1.0,3,35.0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
7729,4538227,0,46,4,3,100,1,2,1.0,1.0,0.0,4,29.0,3,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0
7732,4538931,0,127,1,3,100,1,3,1.0,2.0,2.0,4,45.0,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1
7733,4539509,0,400,1,1,67,1,8,3.0,4.0,4.0,4,150.0,3,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
7737,4543265,0,129,8,3,100,1,2,1.0,0.0,0.0,4,50.0,3,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0
7738,4544827,0,100,1,3,100,1,2,1.0,1.0,1.0,4,30.0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
7742,4546641,0,135,1,1,60,1,3,1.0,2.0,2.0,4,75.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
7743,4547386,0,120,1,1,100,1,4,1.0,2.0,3.0,4,0.0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
7748,4550936,0,140,9,3,99,1,6,1.0,2.0,3.0,4,30.0,3,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
7749,4551652,0,258,45,3,100,1,4,1.0,2.0,3.0,4,20.0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1
7753,4553728,0,160,3,2,95,1,3,2.5,2.0,3.0,4,50.0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0
7754,4553748,1,63,3,2,95,1,1,1.0,1.0,1.0,2,21.0,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
7755,4554008,1,60,1,2,100,1,1,1.0,2.0,3.0,4,20.0,3,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0
7762,4556822,1,72,2,1,100,1,2,1.0,1.0,1.0,4,25.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7764,4560719,0,89,1,2,100,1,2,1.0,1.0,1.0,4,10.0,3,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0
7769,4561708,0,135,1,1,100,1,5,1.0,2.0,2.0,4,60.0,3,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7770,4562133,0,190,1,1,80,16,4,1.0,3.0,3.0,4,50.0,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
7772,4562960,0,165,1,3,100,1,6,1.0,2.0,4.0,4,70.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
7775,4568802,0,120,9,3,99,1,4,1.0,1.0,1.0,4,20.0,3,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
7777,4569178,0,50,1,1,100,1,2,1.0,1.0,1.0,4,20.0,3,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
7778,4569903,0,265,3,2,100,1,6,1.5,2.0,4.0,4,100.0,3,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
7780,4572267,0,200,1,3,100,1,5,1.0,2.0,2.0,4,50.0,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1
7781,4572730,0,120,1,3,100,1,3,1.0,0.0,2.0,4,50.0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
7782,4572767,1,75,1,3,100,1,2,1.0,1.0,1.0,4,35.0,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1
7783,4573200,0,53,1,2,100,1,2,1.0,0.0,1.0,4,25.0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7784,4574236,0,129,74,3,100,1,4,1.0,1.0,2.0,4,50.0,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0
7785,4574515,0,30,2,2,100,1,1,1.0,0.0,1.0,3,50.0,3,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0
7787,4577100,0,169,1,1,67,1,4,1.0,2.0,2.0,4,35.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0
7791,4579770,0,80,4,3,97,1,4,1.0,0.0,2.0,4,40.0,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0
7792,4579808,0,70,2,1,70,1,2,1.0,0.0,1.0,4,50.0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
7795,4580775,0,55,1,3,80,16,4,1.0,1.0,2.0,4,15.0,3,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
7801,4584600,0,169,1,3,96,16,4,2.0,1.0,2.0,4,50.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
7802,4585266,0,180,1,3,100,1,5,1.5,1.0,3.0,4,180.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
7803,4585283,0,59,1,3,100,1,3,1.0,1.0,2.0,4,30.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1
7805,4585485,0,65,1,2,100,1,2,1.0,1.0,1.0,4,30.0,3,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1
7806,4585680,0,350,1,1,67,1,4,1.5,1.0,4.0,4,52.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
7811,4590190,0,390,1,3,86,1,8,2.5,3.0,3.0,4,120.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
7813,4590726,0,80,1,3,100,1,2,1.0,1.0,1.0,4,25.0,3,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1
7814,4591548,1,77,1,1,100,1,2,1.0,1.0,1.0,4,60.0,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1
7818,4593066,1,42,1,3,100,1,2,1.0,1.0,1.0,3,25.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1
7819,4593174,0,99,1,3,90,1,2,1.0,1.0,1.0,4,50.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
7820,4594266,1,160,4,3,100,1,3,1.0,1.0,1.0,0,0.0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0
7821,4594685,0,60,1,3,100,1,2,1.0,1.0,1.0,4,15.0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1
7826,4599794,0,130,1,3,100,1,4,1.0,1.0,0.0,4,70.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
7827,4601315,0,218,2,3,100,1,2,1.0,1.0,1.0,4,140.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0
7832,4603069,0,190,1,1,100,1,2,1.0,1.0,1.0,4,70.0,3,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
7835,4606750,0,280,1,2,100,1,6,1.0,2.0,3.0,4,30.0,3,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
7836,4608608,0,65,1,1,100,1,2,1.0,0.0,1.0,3,40.0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7839,4608980,0,70,1,1,80,1,2,1.0,1.0,1.0,4,80.0,3,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7840,4609795,0,357,1,2,100,1,7,2.0,3.0,3.0,4,45.0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0
7842,4610889,1,40,1,3,100,1,2,0.0,0.0,0.0,4,10.0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
7844,4612327,0,90,1,3,100,1,4,1.0,2.0,2.0,4,40.0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
7845,4612894,1,25,2,3,100,1,2,6.5,1.0,1.0,3,20.0,3,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
7849,4614212,0,50,2,3,94,1,2,1.0,0.0,1.0,4,30.0,3,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
7851,4617736,0,59,2,3,100,1,4,1.0,1.0,2.0,4,35.0,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
7852,4617880,0,125,1,2,100,6,4,1.0,1.0,2.0,4,30.0,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
7855,4621753,0,75,3,2,90,1,2,1.0,0.0,1.0,3,25.0,3,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0
7857,4622452,0,500,9,3,98,1,2,1.0,0.0,1.0,3,30.0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
7858,4624421,0,200,1,2,100,1,6,2.0,3.0,3.0,4,135.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
7862,4626285,0,95,1,2,100,1,4,1.0,1.0,1.0,4,39.0,3,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0
7863,4626667,0,60,1,1,100,1,2,1.0,1.0,1.0,4,10.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7864,4627028,0,90,1,1,67,1,3,1.0,1.0,2.0,4,25.0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0
7866,4627459,1,75,1,3,100,1,2,1.0,0.0,1.0,3,65.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
7867,4627562,0,200,1,1,100,1,5,2.0,3.0,4.0,4,60.0,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1
7876,4633885,0,120,1,2,100,1,4,1.0,1.0,2.0,4,26.0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
7877,4634067,0,80,1,3,100,1,2,1.0,1.0,1.0,4,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
7879,4635162,0,60,2,3,100,1,2,1.0,1.0,1.0,3,30.0,3,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0
7880,4635597,0,70,1,2,100,1,2,1.0,1.0,1.0,4,30.0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
7881,4636027,0,128,179,1,85,1,3,1.0,0.0,2.0,4,72.0,3,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
7883,4636355,0,139,1,3,100,1,3,1.5,2.0,2.0,4,89.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1
7885,4639912,1,60,1,3,100,1,2,1.0,2.0,1.0,4,20.0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1
7886,4641274,0,250,1,0,0,1,6,1.0,2.0,3.0,4,20.0,3,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0
7888,4641905,1,40,2,1,92,1,4,1.0,2.0,1.0,4,20.0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
7891,4642687,0,70,1,2,100,1,2,1.0,0.0,1.0,4,0.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
7892,4643142,0,47,9,1,69,1,2,1.0,0.0,1.0,1,37.0,3,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0
7898,4647475,0,125,2,0,30,1,2,1.0,0.0,2.0,4,0.0,3,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1
7901,4648727,0,150,1,3,90,1,6,1.0,2.0,2.0,4,50.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
7905,4651137,0,90,1,3,89,1,2,1.0,0.0,1.0,3,25.0,3,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1
7906,4651273,0,120,1,2,100,1,2,1.0,1.0,1.0,4,0.0,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0
7912,4655069,1,119,1,2,100,1,4,1.0,1.0,2.0,4,49.0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
7917,4657714,0,119,1,2,100,1,4,1.5,2.0,3.0,4,80.0,3,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0
7920,4658949,0,140,1,1,50,1,4,1.0,1.0,2.0,4,30.0,3,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7921,4659998,0,460,1,2,80,13,7,3.0,4.0,4.0,4,150.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0
7927,4661894,0,950,1,3,100,1,2,1.0,1.0,2.0,4,0.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
7929,4664552,0,150,1,3,100,16,5,1.0,1.0,4.0,4,45.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0
7931,4665702,1,55,1,1,100,1,2,1.0,1.0,1.0,1,10.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7936,4667062,0,206,1,1,100,1,8,2.0,4.0,4.0,4,80.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
7937,4667235,0,70,1,2,100,1,2,1.0,1.0,1.0,4,35.0,3,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0
7940,4668393,0,90,1,1,86,1,2,1.0,1.0,1.0,4,0.0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7941,4668775,0,438,1,1,100,1,5,2.0,3.0,3.0,4,67.0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0
7945,4670620,0,150,1,1,100,13,8,1.0,3.0,5.0,4,40.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
7946,4672942,0,240,1,2,100,1,6,1.0,3.0,3.0,4,70.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
7948,4673797,0,340,69,3,100,1,3,1.0,1.0,1.0,4,50.0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1
7949,4674082,0,60,1,3,100,1,1,1.0,1.0,1.0,4,70.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1
7950,4674419,0,256,1,1,70,1,4,1.0,2.0,2.0,4,80.0,3,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1
7954,4676133,0,217,45,3,100,1,4,2.0,1.0,2.0,4,0.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7959,4677439,0,91,1,2,100,1,4,1.0,1.0,0.0,4,40.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1
7960,4677624,0,395,40,3,100,1,4,2.0,2.0,3.0,4,100.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7964,4679276,0,178,1,3,100,1,6,1.0,3.0,4.0,4,60.0,3,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
7966,4682934,0,90,2,3,100,1,2,2.5,1.0,1.0,4,25.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
7968,4684248,0,68,1,3,100,1,2,1.0,1.0,2.0,4,38.0,3,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1
7972,4685170,0,75,1,3,100,1,2,1.0,1.0,1.0,4,15.0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0
7973,4685502,0,95,1,2,100,1,4,1.0,2.0,3.0,4,30.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
7978,4687592,0,110,1,3,100,1,5,1.0,2.0,4.0,4,50.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
7980,4691346,0,50,1,0,33,1,2,1.0,1.0,1.0,4,15.0,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
7981,4692142,0,55,1,3,100,1,2,1.0,0.0,1.0,3,30.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0
7983,4694493,1,32,1,1,100,1,2,1.5,1.0,1.0,1,30.0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7987,4696621,0,79,1,3,100,1,4,1.0,1.0,2.0,4,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
7988,4696889,0,98,2,2,100,1,4,1.0,0.0,1.0,4,20.0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
7989,4697747,0,99,1,3,100,1,3,1.0,1.0,2.0,4,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0
7991,4698092,0,59,21,3,98,1,2,1.0,0.0,1.0,1,50.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
7992,4698350,0,100,1,2,100,1,2,1.0,1.0,1.0,4,40.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0
7993,4698776,0,135,1,3,100,1,6,1.0,2.0,3.0,4,30.0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0
7995,4699168,0,55,1,3,100,1,2,1.0,0.0,1.0,3,45.0,3,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7997,4700596,0,60,1,3,100,1,2,1.0,1.0,1.0,4,30.0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
7999,4702759,0,40,1,2,100,1,6,1.0,1.0,3.0,4,35.0,3,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1
8000,4703037,1,150,1,1,75,1,4,1.0,1.0,2.0,4,20.0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8002,4703859,0,50,1,2,100,1,4,1.0,1.0,2.0,4,30.0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1
