,id,room_type,price,minimum_nights_x,number_of_reviews,reviews_per_month,calculated_host_listings_count,host_response_time,host_response_rate,property_type,accommodates,bathrooms,bedrooms,beds,bed_type,cleaning_fee,minimum_nights_y,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,group
19.0,16455.0,0.0,55.0,4.0,23.0,0.39,2.0,2.0,100.0,1.0,5.0,1.0,1.0,3.0,4.0,50.0,4.0,730.0,4.0,4.0,730.0,730.0,90.0,9.0,8.0,10.0,10.0,9.0,8.0,2.0,3.0
20.0,16457.0,0.0,78.0,5.0,339.0,3.05,1.0,1.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,30.0,5.0,9.0,2.0,5.0,9.0,9.0,92.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,0.0
21.0,16626.0,1.0,100.0,5.0,66.0,0.59,3.0,3.0,100.0,1.0,4.0,1.5,1.0,2.0,4.0,75.0,5.0,730.0,3.0,5.0,730.0,730.0,97.0,10.0,10.0,9.0,9.0,10.0,10.0,2.0,1.0
22.0,17283.0,0.0,105.0,2.0,59.0,0.73,3.0,2.0,90.0,1.0,4.0,1.0,2.0,2.0,4.0,30.0,2.0,20.0,2.0,2.0,20.0,20.0,88.0,9.0,8.0,9.0,9.0,9.0,9.0,2.0,1.0
27.0,18993.0,0.0,113.0,2.0,18.0,0.25,1.0,2.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,49.0,2.0,90.0,1.0,2.0,90.0,90.0,88.0,10.0,8.0,9.0,10.0,9.0,9.0,2.0,3.0
28.0,19029.0,0.0,49.0,7.0,82.0,0.8,1.0,1.0,59.0,1.0,2.0,1.0,0.0,1.0,1.0,50.0,7.0,1125.0,7.0,7.0,1125.0,1125.0,87.0,9.0,8.0,10.0,9.0,10.0,9.0,2.0,1.0
30.0,19306.0,0.0,98.0,2.0,192.0,1.72,3.0,3.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,60.0,2.0,90.0,2.0,2.0,90.0,90.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,0.0
31.0,20176.0,0.0,145.0,5.0,216.0,1.93,14.0,2.0,74.0,1.0,4.0,1.0,1.0,2.0,4.0,50.0,5.0,90.0,5.0,5.0,90.0,90.0,92.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,0.0
32.0,20823.0,0.0,120.0,2.0,500.0,4.66,3.0,3.0,100.0,1.0,5.0,2.0,1.0,3.0,4.0,70.0,2.0,90.0,2.0,2.0,90.0,90.0,96.0,9.0,10.0,10.0,9.0,10.0,10.0,2.0,0.0
33.0,21004.0,0.0,190.0,2.0,93.0,0.84,5.0,3.0,100.0,6.0,5.0,1.0,2.0,3.0,4.0,50.0,2.0,40.0,2.0,2.0,40.0,40.0,95.0,10.0,9.0,10.0,9.0,10.0,9.0,2.0,1.0
34.0,21167.0,1.0,55.0,1.0,85.0,0.77,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,10.0,1.0,10.0,1.0,1.0,10.0,10.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,2.0,1.0
35.0,21194.0,0.0,98.0,2.0,157.0,1.44,3.0,3.0,100.0,1.0,3.0,1.0,0.0,2.0,4.0,55.0,2.0,90.0,2.0,2.0,90.0,90.0,90.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
36.0,21282.0,0.0,49.0,6.0,27.0,0.24,1.0,1.0,71.0,1.0,4.0,1.0,2.0,2.0,4.0,40.0,6.0,36.0,6.0,6.0,36.0,36.0,85.0,9.0,9.0,10.0,10.0,8.0,9.0,2.0,3.0
37.0,21419.0,0.0,120.0,6.0,69.0,0.63,1.0,2.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,40.0,6.0,12.0,6.0,6.0,12.0,12.0,90.0,9.0,10.0,10.0,10.0,10.0,9.0,2.0,1.0
38.0,21860.0,0.0,63.0,7.0,133.0,1.26,1.0,2.0,100.0,1.0,2.0,1.0,1.0,1.0,2.0,20.0,7.0,372.0,7.0,7.0,372.0,372.0,88.0,9.0,9.0,9.0,9.0,10.0,9.0,2.0,1.0
39.0,22158.0,1.0,110.0,2.0,33.0,0.42,1.0,2.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,40.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,98.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,1.0
41.0,22979.0,1.0,70.0,3.0,239.0,2.19,1.0,2.0,100.0,1.0,2.0,1.5,1.0,2.0,4.0,20.0,3.0,15.0,3.0,3.0,15.0,15.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,0.0
42.0,23441.0,0.0,70.0,30.0,74.0,0.67,1.0,1.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,40.0,30.0,305.0,30.0,30.0,305.0,305.0,94.0,9.0,9.0,10.0,10.0,9.0,9.0,2.0,1.0
43.0,23742.0,0.0,100.0,5.0,4.0,0.18,1.0,2.0,100.0,1.0,5.0,1.0,2.0,4.0,4.0,30.0,5.0,45.0,5.0,5.0,45.0,45.0,90.0,10.0,9.0,10.0,10.0,10.0,10.0,2.0,3.0
47.0,26562.0,0.0,120.0,3.0,159.0,1.45,1.0,2.0,100.0,1.0,3.0,1.0,2.0,2.0,4.0,30.0,3.0,21.0,3.0,3.0,21.0,21.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0
48.0,26567.0,0.0,49.0,7.0,9.0,0.1,3.0,2.0,100.0,1.0,2.0,1.0,2.0,2.0,4.0,30.0,7.0,75.0,7.0,7.0,75.0,75.0,80.0,9.0,8.0,9.0,8.0,8.0,8.0,2.0,3.0
49.0,26827.0,0.0,80.0,7.0,76.0,0.7,1.0,3.0,100.0,15.0,2.0,1.0,1.0,2.0,4.0,0.0,7.0,1125.0,7.0,7.0,1125.0,1125.0,94.0,9.0,9.0,10.0,10.0,9.0,9.0,1.0,1.0
55.0,28652.0,0.0,159.0,5.0,16.0,0.19,1.0,2.0,100.0,15.0,4.0,2.0,2.0,3.0,4.0,60.0,5.0,21.0,5.0,5.0,21.0,21.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,3.0
56.0,29108.0,0.0,73.0,3.0,5.0,0.75,1.0,3.0,100.0,1.0,4.0,1.0,1.0,1.0,4.0,15.0,3.0,30.0,2.0,3.0,30.0,30.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,1.0
58.0,31081.0,0.0,115.0,30.0,260.0,2.43,1.0,3.0,90.0,1.0,4.0,1.0,1.0,2.0,4.0,42.0,30.0,305.0,30.0,30.0,305.0,305.0,82.0,8.0,8.0,9.0,8.0,10.0,8.0,2.0,0.0
59.0,31435.0,0.0,80.0,5.0,48.0,0.44,2.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,30.0,5.0,365.0,5.0,5.0,365.0,365.0,93.0,9.0,9.0,9.0,10.0,8.0,9.0,2.0,1.0
60.0,31652.0,0.0,90.0,1.0,37.0,1.07,1.0,1.0,71.0,1.0,1.0,1.0,0.0,0.0,4.0,15.0,1.0,730.0,1.0,2.0,730.0,730.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,2.0,1.0
61.0,31893.0,0.0,70.0,6.0,52.0,0.48,1.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,4.0,40.0,6.0,15.0,6.0,6.0,15.0,15.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0.0,2.0
62.0,32082.0,0.0,128.0,2.0,344.0,3.2,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,45.0,2.0,60.0,2.0,2.0,60.0,60.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,0.0
64.0,33114.0,0.0,88.0,30.0,67.0,0.72,1.0,1.0,90.0,1.0,2.0,1.0,1.0,1.0,4.0,30.0,30.0,305.0,30.0,30.0,305.0,305.0,92.0,10.0,9.0,10.0,10.0,10.0,10.0,2.0,1.0
65.0,33210.0,0.0,65.0,4.0,85.0,0.79,1.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,3.0,75.0,4.0,360.0,4.0,4.0,360.0,360.0,92.0,9.0,9.0,10.0,9.0,10.0,9.0,2.0,1.0
67.0,33993.0,0.0,250.0,2.0,87.0,0.83,1.0,2.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,80.0,2.0,365.0,2.0,2.0,365.0,365.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,2.0,1.0
68.0,34453.0,1.0,60.0,3.0,342.0,3.17,1.0,3.0,100.0,2.0,3.0,1.0,1.0,2.0,4.0,15.0,3.0,30.0,3.0,3.0,30.0,30.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,0.0
69.0,35065.0,0.0,132.0,1.0,490.0,5.04,1.0,2.0,100.0,1.0,2.0,1.5,1.0,1.0,4.0,30.0,1.0,10.0,1.0,1.0,10.0,10.0,92.0,9.0,9.0,10.0,10.0,10.0,9.0,0.0,0.0
72.0,36586.0,0.0,50.0,20.0,36.0,0.37,1.0,0.0,33.0,1.0,1.0,0.0,1.0,1.0,4.0,15.0,20.0,60.0,20.0,20.0,60.0,60.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,2.0,2.0
74.0,37801.0,0.0,110.0,14.0,49.0,0.46,1.0,2.0,100.0,1.0,7.0,1.5,2.0,4.0,4.0,0.0,14.0,365.0,14.0,14.0,365.0,365.0,92.0,9.0,9.0,10.0,10.0,10.0,9.0,2.0,1.0
77.0,39651.0,0.0,59.0,5.0,38.0,0.36,1.0,1.0,60.0,1.0,2.0,1.0,1.0,1.0,4.0,15.0,5.0,365.0,5.0,5.0,365.0,365.0,93.0,9.0,9.0,10.0,10.0,10.0,10.0,2.0,1.0
78.0,39666.0,0.0,922.0,2.0,34.0,0.34,1.0,3.0,100.0,1.0,4.0,1.5,1.0,2.0,3.0,134.0,2.0,365.0,2.0,2.0,365.0,365.0,95.0,9.0,9.0,9.0,10.0,10.0,9.0,2.0,3.0
79.0,39716.0,0.0,140.0,2.0,336.0,3.17,1.0,3.0,100.0,1.0,5.0,1.5,2.0,4.0,4.0,80.0,2.0,365.0,2.0,2.0,365.0,365.0,94.0,10.0,9.0,10.0,10.0,9.0,10.0,2.0,0.0
81.0,40143.0,0.0,139.0,7.0,11.0,0.1,1.0,2.0,80.0,1.0,4.0,1.0,1.0,1.0,4.0,35.0,7.0,365.0,7.0,7.0,365.0,365.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
82.0,40174.0,0.0,95.0,2.0,20.0,1.05,1.0,2.0,100.0,1.0,2.0,1.0,1.0,1.0,3.0,54.0,2.0,60.0,2.0,2.0,60.0,60.0,84.0,9.0,8.0,10.0,10.0,10.0,8.0,1.0,3.0
85.0,41106.0,0.0,175.0,4.0,73.0,0.69,1.0,3.0,100.0,1.0,4.0,1.0,1.0,0.0,4.0,50.0,4.0,25.0,4.0,4.0,25.0,25.0,95.0,10.0,9.0,9.0,10.0,10.0,9.0,2.0,1.0
86.0,41213.0,0.0,166.0,2.0,175.0,1.66,1.0,3.0,100.0,1.0,2.0,1.5,1.0,1.0,4.0,40.0,2.0,14.0,2.0,2.0,14.0,14.0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,2.0,1.0
88.0,42348.0,0.0,75.0,3.0,72.0,0.93,1.0,2.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,30.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
89.0,42507.0,0.0,78.0,1.0,51.0,0.52,1.0,2.0,78.0,1.0,4.0,1.5,1.0,3.0,4.0,30.0,1.0,300.0,1.0,1.0,300.0,300.0,96.0,10.0,9.0,10.0,10.0,9.0,10.0,1.0,1.0
90.0,43027.0,0.0,150.0,3.0,63.0,0.61,1.0,1.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,20.0,3.0,7.0,3.0,3.0,7.0,7.0,90.0,9.0,8.0,10.0,10.0,9.0,8.0,2.0,1.0
92.0,43355.0,0.0,60.0,28.0,7.0,0.1,1.0,1.0,83.0,1.0,2.0,1.0,1.0,1.0,4.0,30.0,28.0,360.0,28.0,28.0,360.0,360.0,83.0,9.0,8.0,10.0,10.0,8.0,8.0,1.0,3.0
93.0,43500.0,0.0,155.0,6.0,2.0,0.03,79.0,1.0,65.0,1.0,4.0,1.0,1.0,3.0,4.0,70.0,6.0,365.0,6.0,6.0,365.0,365.0,70.0,8.0,6.0,8.0,9.0,8.0,6.0,2.0,3.0
94.0,44123.0,0.0,215.0,3.0,40.0,0.39,79.0,1.0,65.0,1.0,6.0,1.0,2.0,4.0,4.0,90.0,3.0,27.0,3.0,3.0,27.0,27.0,87.0,9.0,9.0,9.0,9.0,10.0,9.0,2.0,1.0
95.0,44130.0,0.0,158.0,2.0,44.0,0.65,79.0,1.0,65.0,1.0,4.0,1.0,1.0,2.0,4.0,70.0,2.0,25.0,2.0,2.0,25.0,25.0,87.0,9.0,9.0,9.0,9.0,10.0,9.0,2.0,1.0
96.0,44198.0,0.0,92.0,2.0,27.0,0.26,2.0,2.0,100.0,1.0,4.0,1.0,1.0,2.0,2.0,80.0,2.0,20.0,2.0,2.0,20.0,20.0,92.0,9.0,10.0,10.0,10.0,9.0,9.0,1.0,3.0
98.0,45630.0,1.0,34.0,3.0,55.0,0.52,2.0,2.0,100.0,1.0,2.0,1.0,1.0,1.0,2.0,9.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,93.0,10.0,9.0,9.0,10.0,9.0,9.0,1.0,1.0
101.0,47155.0,0.0,130.0,5.0,50.0,0.58,1.0,2.0,71.0,1.0,3.0,1.0,2.0,2.0,4.0,40.0,5.0,30.0,5.0,5.0,30.0,30.0,95.0,10.0,10.0,10.0,9.0,9.0,9.0,1.0,1.0
102.0,48498.0,0.0,175.0,2.0,28.0,0.29,79.0,1.0,65.0,1.0,4.0,1.0,1.0,3.0,4.0,70.0,2.0,25.0,2.0,2.0,25.0,25.0,83.0,8.0,9.0,9.0,9.0,10.0,8.0,2.0,1.0
103.0,48584.0,0.0,165.0,30.0,37.0,0.38,79.0,1.0,65.0,1.0,4.0,1.0,1.0,2.0,4.0,60.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,91.0,9.0,9.0,8.0,9.0,10.0,9.0,2.0,1.0
104.0,48592.0,0.0,190.0,3.0,26.0,0.36,79.0,1.0,65.0,1.0,5.0,1.0,1.0,4.0,4.0,70.0,3.0,25.0,3.0,3.0,25.0,25.0,90.0,9.0,9.0,9.0,8.0,10.0,9.0,2.0,1.0
107.0,52157.0,0.0,320.0,2.0,15.0,0.83,1.0,2.0,100.0,1.0,4.0,1.5,2.0,3.0,4.0,80.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,3.0
108.0,52706.0,0.0,85.0,3.0,2.0,0.73,1.0,3.0,100.0,1.0,3.0,1.0,1.0,2.0,4.0,40.0,3.0,90.0,3.0,3.0,90.0,90.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
109.0,53036.0,0.0,71.0,3.0,268.0,2.87,2.0,3.0,88.0,1.0,2.0,1.5,1.0,1.0,4.0,54.0,3.0,730.0,3.0,3.0,730.0,730.0,95.0,10.0,10.0,10.0,9.0,10.0,10.0,2.0,0.0
110.0,53353.0,0.0,160.0,2.0,15.0,0.14,1.0,2.0,100.0,1.0,3.0,2.5,2.0,1.0,4.0,150.0,2.0,60.0,2.0,2.0,60.0,60.0,97.0,10.0,10.0,10.0,10.0,8.0,9.0,2.0,3.0
111.0,53567.0,1.0,48.0,3.0,6.0,0.06,1.0,1.0,67.0,1.0,2.0,1.0,1.0,1.0,4.0,30.0,3.0,8.0,3.0,3.0,8.0,8.0,90.0,9.0,10.0,10.0,10.0,9.0,8.0,0.0,1.0
113.0,53923.0,0.0,120.0,3.0,105.0,1.01,1.0,3.0,100.0,1.0,4.0,1.0,1.0,1.0,4.0,50.0,3.0,10.0,3.0,3.0,10.0,10.0,91.0,10.0,9.0,9.0,9.0,10.0,9.0,2.0,1.0
114.0,54377.0,0.0,61.0,2.0,21.0,0.64,1.0,1.0,100.0,1.0,3.0,1.0,1.0,1.0,4.0,22.0,2.0,20.0,2.0,2.0,20.0,20.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,1.0
115.0,55071.0,0.0,110.0,2.0,52.0,0.54,2.0,3.0,89.0,1.0,2.0,1.0,1.0,1.0,4.0,25.0,2.0,21.0,2.0,2.0,21.0,21.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,1.0
116.0,55239.0,0.0,360.0,1.0,14.0,0.18,1.0,2.0,100.0,1.0,4.0,2.0,1.0,2.0,4.0,150.0,1.0,45.0,1.0,1.0,45.0,45.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,3.0
117.0,55348.0,0.0,117.0,6.0,57.0,0.65,5.0,2.0,90.0,1.0,2.0,1.0,0.0,1.0,4.0,60.0,6.0,365.0,5.0,6.0,365.0,365.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
118.0,56662.0,0.0,150.0,4.0,45.0,0.44,1.0,2.0,100.0,1.0,5.0,1.5,2.0,2.0,4.0,35.0,4.0,305.0,4.0,5.0,305.0,305.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
120.0,57766.0,0.0,630.0,6.0,28.0,0.46,2.0,2.0,100.0,13.0,14.0,2.0,5.0,8.0,4.0,150.0,6.0,60.0,6.0,6.0,60.0,60.0,90.0,9.0,8.0,10.0,10.0,10.0,9.0,1.0,3.0
122.0,59182.0,0.0,65.0,2.0,187.0,1.82,1.0,1.0,90.0,1.0,2.0,1.0,1.0,1.0,3.0,40.0,2.0,40.0,2.0,2.0,40.0,40.0,92.0,10.0,9.0,10.0,10.0,10.0,9.0,2.0,0.0
123.0,59508.0,0.0,99.0,1.0,4.0,0.42,1.0,2.0,100.0,1.0,6.0,2.0,3.0,3.0,4.0,100.0,1.0,14.0,1.0,1.0,14.0,14.0,95.0,10.0,9.0,10.0,10.0,10.0,10.0,2.0,3.0
124.0,59959.0,0.0,120.0,3.0,12.0,0.14,1.0,2.0,100.0,1.0,4.0,1.0,1.0,1.0,4.0,40.0,3.0,31.0,3.0,3.0,31.0,31.0,97.0,10.0,9.0,10.0,10.0,9.0,9.0,1.0,1.0
125.0,60165.0,0.0,70.0,3.0,34.0,0.33,1.0,1.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,30.0,3.0,20.0,3.0,3.0,20.0,20.0,93.0,9.0,9.0,10.0,10.0,8.0,10.0,1.0,1.0
127.0,61259.0,0.0,103.0,4.0,90.0,0.89,1.0,2.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,40.0,4.0,31.0,4.0,4.0,31.0,31.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,2.0,1.0
128.0,61453.0,0.0,105.0,5.0,20.0,0.36,5.0,2.0,90.0,1.0,5.0,1.0,2.0,2.0,4.0,50.0,5.0,14.0,5.0,5.0,14.0,14.0,85.0,9.0,7.0,9.0,9.0,9.0,8.0,2.0,3.0
129.0,61459.0,0.0,80.0,5.0,160.0,1.61,1.0,3.0,100.0,1.0,4.0,1.0,1.0,2.0,2.0,30.0,5.0,27.0,5.0,5.0,27.0,27.0,92.0,9.0,9.0,10.0,10.0,10.0,9.0,2.0,0.0
130.0,62410.0,0.0,60.0,4.0,1.0,0.11,1.0,2.0,100.0,1.0,4.0,1.0,1.0,1.0,4.0,40.0,4.0,30.0,4.0,4.0,30.0,30.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
131.0,62622.0,0.0,290.0,6.0,60.0,0.62,1.0,1.0,100.0,1.0,6.0,2.0,3.0,4.0,4.0,0.0,6.0,30.0,6.0,6.0,30.0,30.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
132.0,63202.0,0.0,44.0,7.0,5.0,0.13,3.0,2.0,92.0,1.0,1.0,1.0,1.0,1.0,3.0,20.0,7.0,730.0,3.0,7.0,730.0,730.0,73.0,9.0,9.0,9.0,9.0,10.0,7.0,0.0,3.0
133.0,63480.0,0.0,160.0,4.0,22.0,0.31,1.0,3.0,100.0,1.0,3.0,1.0,1.0,1.0,4.0,40.0,4.0,30.0,4.0,4.0,30.0,30.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,2.0,1.0
134.0,63524.0,0.0,80.0,3.0,119.0,1.37,1.0,2.0,100.0,1.0,4.0,1.0,1.0,3.0,4.0,52.0,3.0,365.0,3.0,3.0,365.0,365.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
136.0,63881.0,0.0,130.0,3.0,120.0,1.25,5.0,3.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,50.0,3.0,365.0,3.0,3.0,365.0,365.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0.0,1.0
137.0,65916.0,0.0,100.0,7.0,97.0,0.97,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,50.0,7.0,100.0,7.0,7.0,100.0,100.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,2.0,1.0
140.0,69588.0,0.0,95.0,2.0,172.0,1.73,1.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,4.0,50.0,2.0,400.0,2.0,5.0,400.0,400.0,93.0,9.0,9.0,10.0,10.0,10.0,9.0,2.0,0.0
141.0,70586.0,0.0,139.0,3.0,110.0,1.1,2.0,2.0,100.0,1.0,3.0,1.5,1.0,2.0,4.0,80.0,3.0,365.0,3.0,3.0,365.0,365.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,1.0
143.0,71495.0,0.0,60.0,5.0,150.0,1.51,1.0,2.0,100.0,1.0,1.0,1.0,1.0,1.0,4.0,15.0,5.0,20.0,5.0,5.0,20.0,20.0,92.0,9.0,9.0,10.0,10.0,9.0,9.0,2.0,0.0
144.0,71719.0,0.0,180.0,3.0,44.0,0.46,1.0,1.0,100.0,1.0,2.0,1.0,1.0,0.0,4.0,100.0,3.0,730.0,3.0,3.0,730.0,730.0,95.0,9.0,9.0,10.0,10.0,10.0,9.0,2.0,3.0
145.0,72427.0,0.0,50.0,5.0,70.0,0.96,1.0,2.0,88.0,1.0,3.0,1.0,1.0,1.0,4.0,40.0,5.0,20.0,5.0,5.0,20.0,20.0,86.0,9.0,8.0,10.0,10.0,10.0,9.0,1.0,1.0
147.0,73533.0,0.0,135.0,3.0,95.0,0.97,1.0,3.0,100.0,1.0,3.0,1.0,1.0,2.0,4.0,0.0,3.0,20.0,3.0,3.0,20.0,20.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0
148.0,73551.0,0.0,85.0,3.0,70.0,0.71,1.0,1.0,80.0,1.0,3.0,1.0,1.0,1.0,4.0,45.0,3.0,365.0,3.0,3.0,365.0,365.0,88.0,9.0,8.0,9.0,9.0,10.0,8.0,2.0,1.0
149.0,74561.0,0.0,48.0,30.0,15.0,0.18,5.0,3.0,100.0,1.0,2.0,1.0,0.0,1.0,1.0,50.0,30.0,730.0,30.0,30.0,730.0,730.0,96.0,9.0,10.0,10.0,10.0,10.0,9.0,2.0,1.0
150.0,75708.0,1.0,45.0,4.0,182.0,1.89,1.0,3.0,100.0,1.0,2.0,1.5,0.0,1.0,4.0,30.0,4.0,365.0,1.0,4.0,365.0,365.0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,2.0,0.0
153.0,77482.0,0.0,600.0,2.0,100.0,13.57,1.0,3.0,100.0,15.0,10.0,4.5,4.0,6.0,4.0,0.0,2.0,365.0,2.0,3.0,365.0,365.0,92.0,9.0,10.0,10.0,10.0,9.0,9.0,1.0,1.0
154.0,78366.0,0.0,110.0,5.0,58.0,0.59,1.0,2.0,100.0,1.0,5.0,1.0,2.0,5.0,4.0,50.0,5.0,730.0,4.0,5.0,730.0,730.0,96.0,10.0,9.0,10.0,10.0,9.0,10.0,2.0,1.0
155.0,79690.0,0.0,185.0,5.0,6.0,0.52,79.0,1.0,65.0,1.0,4.0,1.0,1.0,3.0,4.0,60.0,5.0,365.0,5.0,5.0,365.0,365.0,80.0,10.0,9.0,9.0,9.0,10.0,9.0,2.0,1.0
157.0,80301.0,1.0,60.0,30.0,35.0,0.36,2.0,2.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,50.0,30.0,190.0,30.0,30.0,190.0,190.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,2.0,1.0
158.0,81106.0,0.0,85.0,5.0,46.0,0.47,1.0,3.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,25.0,5.0,70.0,5.0,5.0,70.0,70.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,1.0
159.0,81615.0,0.0,71.0,14.0,35.0,0.41,1.0,1.0,89.0,1.0,2.0,1.0,1.0,2.0,4.0,40.0,14.0,365.0,14.0,14.0,365.0,365.0,96.0,10.0,10.0,10.0,9.0,10.0,9.0,2.0,1.0
160.0,81870.0,0.0,135.0,30.0,1.0,0.01,79.0,1.0,65.0,1.0,2.0,1.0,1.0,1.0,4.0,60.0,30.0,365.0,30.0,30.0,365.0,365.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,2.0,0.0
161.0,84820.0,0.0,79.0,3.0,81.0,0.83,1.0,3.0,100.0,1.0,3.0,1.5,1.0,2.0,4.0,49.0,3.0,60.0,3.0,3.0,60.0,60.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
163.0,85145.0,1.0,125.0,2.0,71.0,0.77,2.0,2.0,100.0,2.0,3.0,1.0,1.0,2.0,4.0,0.0,2.0,10.0,2.0,2.0,10.0,10.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,1.0
164.0,86053.0,0.0,185.0,3.0,117.0,1.28,1.0,3.0,100.0,1.0,5.0,1.0,1.0,3.0,2.0,50.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
166.0,87590.0,0.0,150.0,7.0,11.0,0.12,1.0,2.0,100.0,1.0,4.0,1.0,2.0,3.0,4.0,40.0,7.0,730.0,7.0,7.0,730.0,730.0,91.0,9.0,9.0,9.0,10.0,9.0,10.0,2.0,3.0
168.0,89058.0,0.0,95.0,1.0,239.0,2.44,2.0,3.0,100.0,1.0,4.0,1.0,1.0,2.0,4.0,50.0,1.0,30.0,1.0,1.0,30.0,30.0,91.0,9.0,9.0,9.0,9.0,10.0,9.0,1.0,0.0
170.0,94270.0,0.0,140.0,4.0,19.0,0.19,2.0,3.0,100.0,15.0,4.0,1.0,2.0,3.0,4.0,140.0,4.0,365.0,4.0,4.0,365.0,365.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,2.0,3.0
171.0,94711.0,0.0,55.0,7.0,11.0,0.12,1.0,2.0,100.0,1.0,2.0,1.0,1.0,1.0,4.0,30.0,7.0,150.0,7.0,7.0,150.0,150.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,1.0
172.0,95915.0,0.0,80.0,2.0,7.0,0.07,1.0,2.0,90.0,1.0,2.0,1.0,1.0,1.0,4.0,50.0,2.0,120.0,2.0,2.0,120.0,120.0,94.0,10.0,9.0,10.0,10.0,9.0,9.0,0.0,1.0
